id,key,value,type
454457430,name,Dispensário dos Pobres da Imaculada Conceição,regular
454457430,street,Rua Muniz Barreto,addr
454457430,postcode,22251-090,addr
454457430,housenumber,100,addr
454457450,street,Rua Marquês De Olinda,addr
454457450,postcode,22251-040,addr
454457450,housenumber,106,addr
454457473,street,Rua Muniz Barreto,addr
454457473,housenumber,330,addr
454457515,street,Rua Professor Alfredo Gomes,addr
454457515,postcode,22251-080,addr
454457515,housenumber,7,addr
454457537,street,Rua Muniz Barreto,addr
454457537,postcode,22251-090,addr
454457537,housenumber,810,addr
454457571,city,Rio de Janeiro,addr
454457571,country,BR,addr
454457571,postcode,22290-010,addr
454457571,housenumber,43,addr
454457593,city,Rio de Janeiro,addr
454457593,street,Rua Da Passagem,addr
454457593,country,BR,addr
454457593,housenumber,182,addr
454457606,city,Rio de Janeiro,addr
454457606,street,Rua Arnaldo Quintela,addr
454457606,country,BR,addr
454457606,postcode,22280-070,addr
454457606,housenumber,25,addr
454457664,name,Ciclovia Zona Sul,regular
454457664,shop,bicycle,regular
454457664,phone,+55-21-22755299,regular
454457664,street,Avenida Prado Júnior,addr
454457664,housenumber,330,addr
454457699,street,Rua Ronald De Carvalho,addr
454457699,postcode,22021-020,addr
454457699,housenumber,236,addr
455634033,natural,tree,regular
456173490,foot,yes,regular
456173490,barrier,lift_gate,regular
456173490,bicycle,yes,regular
456173490,motorcar,yes,regular
456173490,motorcycle,yes,regular
456173508,name,Hobby Lanches,regular
456173508,phone,+55 21 2222-0947,regular
456173508,amenity,fast_food,regular
456173508,cuisine,sandwich,regular
456173508,city,Rio de Janeiro,addr
456173508,street,Rua Da Glória,addr
456173508,postcode,20241-180,addr
456173508,opening_hours,Mo-Sa 07:00-23:00; Su off,regular
456173508,housenumber,286,addr
456185387,natural,tree,regular
456185437,natural,tree,regular
456185492,natural,tree,regular
457210363,foot,no,regular
457210363,barrier,gate,regular
457210363,bicycle,no,regular
457210363,motorcar,yes,regular
457210363,motorcycle,yes,regular
457781092,bicycle,yes,regular
457781092,highway,traffic_signals,regular
457781092,crossing,traffic_signals,regular
457781092,crossing_ref,zebra,regular
458591889,foot,yes,regular
458591889,barrier,gate,regular
458591889,bicycle,no,regular
460521131,power,tower,regular
461714258,traffic_calming,bump,regular
461805320,name,Del Prete,regular
461805320,source,survey,regular
461805320,historic,monument,regular
470797806,name,Trono de Fátima,regular
470797806,tourism,attraction,regular
470797806,religion,christian,regular
470797806,denomination,catholic,regular
471623124,housenumber,1,addr
472896710,highway,traffic_signals,regular
472986370,highway,traffic_signals,regular
472986370,direction,backward,traffic_signals
473242010,amenity,parking,regular
473448528,traffic_calming,bump,regular
474801570,amenity,fast_food,regular
474801589,name,Consultório da Praia,regular
474801589,shop,kiosk,regular
474801589,amenity,fast_food,regular
474803509,amenity,fast_food,regular
474811351,highway,turning_circle,regular
475164547,highway,traffic_signals,regular
475167042,highway,traffic_signals,regular
475996261,fee,no,regular
475996261,layer,-1,regular
475996261,amenity,bicycle_parking,regular
475996261,capacity,30,regular
476950086,highway,traffic_signals,regular
476950086,crossing,traffic_signals,regular
479877096,name,Previdência Social,regular
479877096,amenity,public_building,regular
479877246,street,Avenida Nilo Peçanha,addr
479877246,housenumber,12,addr
480791977,shop,garden_centre,regular
481590126,shop,kiosk,regular
481590161,name,World Griff,regular
481590161,shop,clothes,regular
482060909,highway,turning_circle,regular
482073167,highway,mini_roundabout,regular
483704884,source,survey,regular
483704884,traffic_calming,hump,regular
490912013,highway,traffic_signals,regular
490935673,highway,crossing,regular
490935673,crossing,traffic_signals,regular
490949593,highway,traffic_signals,regular
490949593,direction,forward,traffic_signals
493639815,highway,turning_circle,regular
493640528,traffic_calming,bump,regular
494016547,amenity,pharmacy,regular
494529761,bench,no,regular
494529761,covered,no,regular
494529761,highway,bus_stop,regular
494529761,shelter,no,regular
495166225,name,Igreja Universal do Reino de Deus,regular
495166225,source,Wikimapa,regular
495166225,amenity,place_of_worship,regular
495166225,religion,christian,regular
495166225,denomination,neo_pentecostal,regular
495166225,author,juliane,wikimapa
495185764,name,Planet Lanches,regular
495185764,source,Wikimapa,regular
495185764,amenity,fast_food,regular
495185764,author,juliane,wikimapa
495209025,name,Multieconomia,regular
495209025,shop,supermarket,regular
495209025,source,Wikimapa,regular
495209025,street,Estrada Dos Bandeirantes,addr
495209025,author,juliane,wikimapa
496189120,name,Hospital Jesus,regular
496189120,phone,+55 (21) 2234-9993,regular
496189120,amenity,hospital,regular
496189120,city,Rio de Janeiro,addr
496189120,street,Rua Oito De Dezembro,addr
496189120,suburb,Vila Isabel,addr
496189120,postcode,20550-200,addr
496189120,housenumber,717,addr
496503009,name,Escola Municipal Monsenhor Cordioli,regular
496503009,source,Wikimapa,regular
496503009,amenity,school,regular
496503009,author,juliane,wikimapa
496507832,name,Associação de Moradores e Espaço Cultural Cidade de Deus,regular
496507832,amenity,public_building,regular
496507832,street,Avenida José De Arimatéia,addr
496507832,opening_hours,Mo-Th 10:00-16:00,regular
496507832,housenumber,90,addr
496523864,name,Hortifrut Brasileiro,regular
496523864,shop,supermarket,regular
496523864,source,Wikimapa,regular
496523864,organic,only,regular
496523864,street,Rua Israel,addr
496523864,opening_hours,Mo-Sa 07:30-20:00,regular
496523864,author,juliane,wikimapa
496523864,housenumber,113,addr
500979110,natural,tree,regular
500979162,natural,tree,regular
500979226,natural,tree,regular
500979279,natural,tree,regular
501093161,highway,crossing,regular
506848463,ref,BTF,regular
506848463,name,Botafogo,regular
506848463,source,survey; Wikipedia,regular
506848463,subway,yes,regular
506848463,railway,station,regular
506848463,station,subway,regular
506848463,start_date,1981,regular
506848463,wheelchair,yes,regular
506848463,public_transport,stop_position,regular
506864257,highway,bus_stop,regular
509333742,name,Levi's Store,regular
509333742,shop,clothes,regular
509333952,name,Borelli,regular
509333952,shop,clothes,regular
509350461,shop,kiosk,regular
509377856,name,Ministério Público Federal,regular
509377856,amenity,public_building,regular
509377856,city,Rio de Janeiro,addr
509377856,street,Rua México,addr
509377856,country,BR,addr
509377856,housenumber,158,addr
509430542,name,All Photo,regular
509430542,shop,photo,regular
512745077,street,Rua Da Assembleia,addr
512745077,housenumber,19,addr
512747378,street,Rua Do Carmo,addr
512747378,postcode,20010-020,addr
512747378,housenumber,9,addr
512764069,street,Rua Rodrigo Silva,addr
512764069,housenumber,7,addr
512769654,amenity,clock,regular
512769654,display,digital,regular
512769654,support,pole,regular
512769654,thermometer,yes,regular
512775170,name,Espadeiro,regular
512775170,source,survey,regular
512775170,amenity,fast_food,regular
512781936,note,3rd floor,regular
512781936,amenity,post_office,regular
512781948,source,survey,regular
512781948,highway,traffic_signals,regular
512781948,crossing,traffic_signals,regular
512781948,wheelchair,yes,regular
513868856,name,Edifício Cordeiro Guerra,regular
513868856,street,Avenida Rio Branco,addr
513868856,housenumber,143,addr
517717781,amenity,taxi,regular
517717781,capacity,5,regular
517737876,name,Óticas La Vista,regular
517737876,shop,optician,regular
517737876,street,Avenida Rio Branco,addr
517737876,housenumber,151a,addr
518182497,highway,traffic_signals,regular
518182497,crossing,traffic_signals,regular
523417992,source,survey,regular
